id,nombre,link_json,url,status_code,ok,elapsed_ms,total_productos,tiene_productos,timestamp
554,Bolsos Notebooks,/computadores-y-tablets/accesorios-notebooks/bolsos-notebooks,https://www.pcfactory.cl/categoria/computadores-y-tablets/accesorios-notebooks/bolsos-notebooks,200,True,1062,27,True,26/01/2026 07:04:10 Chile
551,Bolsos Tablets,/accesorios-y-perifericos/bolsos-y-fundas/bolsos-tablets,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/bolsos-y-fundas/bolsos-tablets,200,True,678,15,True,26/01/2026 07:04:10 Chile
551,Bolsos Tablets,/accesorios-y-perifericos/accesorios-tablets/bolsos-tablets,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/accesorios-tablets/bolsos-tablets,200,True,912,15,True,26/01/2026 07:04:10 Chile
551,Bolsos Tablets,/computadores-y-tablets/accesorios-tablets/bolsos-tablets,https://www.pcfactory.cl/categoria/computadores-y-tablets/accesorios-tablets/bolsos-tablets,200,True,758,15,True,26/01/2026 07:04:10 Chile
668,Bolsos y Fundas,/accesorios-y-perifericos/bolsos-y-fundas,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/bolsos-y-fundas,200,True,846,53,True,26/01/2026 07:04:10 Chile
1307,CPU AMD sAM5,/partes-y-piezas-componentes/procesadores/cpu-amd-sam5,https://www.pcfactory.cl/categoria/partes-y-piezas-componentes/procesadores/cpu-amd-sam5,200,True,951,15,True,26/01/2026 07:04:10 Chile
1142,CPU Intel s1700,/partes-y-piezas-componentes/procesadores/cpu-intel-s1700,https://www.pcfactory.cl/categoria/partes-y-piezas-componentes/procesadores/cpu-intel-s1700,200,True,866,4,True,26/01/2026 07:04:10 Chile
687,Cables,/accesorios-y-perifericos/accesorios-celulares/cables,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/accesorios-celulares/cables,200,True,719,12,True,26/01/2026 07:04:10 Chile
687,Cables,/smartphones-y-wearables/accesorios-celulares/cables,https://www.pcfactory.cl/categoria/smartphones-y-wearables/accesorios-celulares/cables,200,True,902,12,True,26/01/2026 07:04:10 Chile
533,Cables Adaptadores Video,/smart-tv-y-audio/accesorios-tv-y-video/cables-adaptadores-video,https://www.pcfactory.cl/categoria/smart-tv-y-audio/accesorios-tv-y-video/cables-adaptadores-video,200,True,1010,30,True,26/01/2026 07:04:10 Chile
